dzien,Pięcioksiąg i historyczne,Prorocy,Mądrościowe,Psalm,Ewangelie i Dzieje,Listy i Apokalipsa,znaki,linki
145,2 Sm 22-23,Ez 18,,,,1 Tm 5,15468,https://biblia.deon.pl/otworz.php?skrot=2%20Sm%2022 https://biblia.deon.pl/otworz.php?skrot=2%20Sm%2023 https://biblia.deon.pl/otworz.php?skrot=Ez%2018 https://biblia.deon.pl/otworz.php?skrot=1%20Tm%205
146,2 Sm 24,Ez 19,Mdr 12,,Łk 22,,15864,https://biblia.deon.pl/otworz.php?skrot=2%20Sm%2024 https://biblia.deon.pl/otworz.php?skrot=Ez%2019 https://biblia.deon.pl/otworz.php?skrot=Mdr%2012 https://biblia.deon.pl/otworz.php?skrot=%A3k%2022
147,1 Krl 1,Ez 20,,,,1 Tm 6,17203,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%201 https://biblia.deon.pl/otworz.php?skrot=Ez%2020 https://biblia.deon.pl/otworz.php?skrot=1%20Tm%206
148,1 Krl 2,Ez 21,Mdr 13,Ps 87,,2 Tm 1,17143,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%202 https://biblia.deon.pl/otworz.php?skrot=Ez%2021 https://biblia.deon.pl/otworz.php?skrot=Mdr%2013 https://biblia.deon.pl/otworz.php?skrot=Ps%2087 https://biblia.deon.pl/otworz.php?skrot=2%20Tm%201
149,1 Krl 3-4,Ez 22,,Ps 88,Łk 23,2 Tm 2,19924,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%203 https://biblia.deon.pl/otworz.php?skrot=1%20Krl%204 https://biblia.deon.pl/otworz.php?skrot=Ez%2022 https://biblia.deon.pl/otworz.php?skrot=Ps%2088 https://biblia.deon.pl/otworz.php?skrot=%A3k%2023 https://biblia.deon.pl/otworz.php?skrot=2%20Tm%202
150,1 Krl 5-6,Ez 23,Mdr 14,,,,19434,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%205 https://biblia.deon.pl/otworz.php?skrot=1%20Krl%206 https://biblia.deon.pl/otworz.php?skrot=Ez%2023 https://biblia.deon.pl/otworz.php?skrot=Mdr%2014
151,1 Krl 7,Ez 24,,Ps 89,Łk 24,,19558,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%207 https://biblia.deon.pl/otworz.php?skrot=Ez%2024 https://biblia.deon.pl/otworz.php?skrot=Ps%2089 https://biblia.deon.pl/otworz.php?skrot=%A3k%2024
152,1 Krl 8,Ez 25,Mdr 15,,,,15840,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%208 https://biblia.deon.pl/otworz.php?skrot=Ez%2025 https://biblia.deon.pl/otworz.php?skrot=Mdr%2015
153,1 Krl 9-10,Ez 26,,Ps 90,,2 Tm 3-4,17183,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%209 https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2010 https://biblia.deon.pl/otworz.php?skrot=Ez%2026 https://biblia.deon.pl/otworz.php?skrot=Ps%2090 https://biblia.deon.pl/otworz.php?skrot=2%20Tm%203 https://biblia.deon.pl/otworz.php?skrot=2%20Tm%204
154,1 Krl 11,Ez 27,,Ps 91,J 1,,16955,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2011 https://biblia.deon.pl/otworz.php?skrot=Ez%2027 https://biblia.deon.pl/otworz.php?skrot=Ps%2091 https://biblia.deon.pl/otworz.php?skrot=J%201
155,1 Krl 12,Ez 28,Mdr 16,,,Tt 1-2,16079,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2012 https://biblia.deon.pl/otworz.php?skrot=Ez%2028 https://biblia.deon.pl/otworz.php?skrot=Mdr%2016 https://biblia.deon.pl/otworz.php?skrot=Tt%201 https://biblia.deon.pl/otworz.php?skrot=Tt%202
156,1 Krl 13-14,Ez 29,,Ps 92,J 2,,16880,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2013 https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2014 https://biblia.deon.pl/otworz.php?skrot=Ez%2029 https://biblia.deon.pl/otworz.php?skrot=Ps%2092 https://biblia.deon.pl/otworz.php?skrot=J%202
157,1 Krl 15,Ez 30,Mdr 17,Ps 93,J 3,Tt 3,16480,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2015 https://biblia.deon.pl/otworz.php?skrot=Ez%2030 https://biblia.deon.pl/otworz.php?skrot=Mdr%2017 https://biblia.deon.pl/otworz.php?skrot=Ps%2093 https://biblia.deon.pl/otworz.php?skrot=J%203 https://biblia.deon.pl/otworz.php?skrot=Tt%203
158,1 Krl 16-18,Ez 31,,Ps 94,,,19483,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2016 https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2017 https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2018 https://biblia.deon.pl/otworz.php?skrot=Ez%2031 https://biblia.deon.pl/otworz.php?skrot=Ps%2094
159,1 Krl 19-20,Ez 32,,,,Flm 1,17854,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2019 https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2020 https://biblia.deon.pl/otworz.php?skrot=Ez%2032 https://biblia.deon.pl/otworz.php?skrot=Flm%201
160,1 Krl 21,Ez 33,Mdr 18,,J 4,,18256,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2021 https://biblia.deon.pl/otworz.php?skrot=Ez%2033 https://biblia.deon.pl/otworz.php?skrot=Mdr%2018 https://biblia.deon.pl/otworz.php?skrot=J%204
161,1 Krl 22,Ez 34,Mdr 19,Ps 95,,Hbr 1,16780,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2022 https://biblia.deon.pl/otworz.php?skrot=Ez%2034 https://biblia.deon.pl/otworz.php?skrot=Mdr%2019 https://biblia.deon.pl/otworz.php?skrot=Ps%2095 https://biblia.deon.pl/otworz.php?skrot=Hbr%201
162,2 Krl 1-2,Ez 35,,Ps 96,J 5,Hbr 2,17489,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%201 https://biblia.deon.pl/otworz.php?skrot=2%20Krl%202 https://biblia.deon.pl/otworz.php?skrot=Ez%2035 https://biblia.deon.pl/otworz.php?skrot=Ps%2096 https://biblia.deon.pl/otworz.php?skrot=J%205 https://biblia.deon.pl/otworz.php?skrot=Hbr%202
163,2 Krl 3,Ez 36,Syr 1-2,,,Hbr 3-4,17757,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%203 https://biblia.deon.pl/otworz.php?skrot=Ez%2036 https://biblia.deon.pl/otworz.php?skrot=Syr%201 https://biblia.deon.pl/otworz.php?skrot=Syr%202 https://biblia.deon.pl/otworz.php?skrot=Hbr%203 https://biblia.deon.pl/otworz.php?skrot=Hbr%204
164,2 Krl 4-6,Ez 37,,,,,19639,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%204 https://biblia.deon.pl/otworz.php?skrot=2%20Krl%205 https://biblia.deon.pl/otworz.php?skrot=2%20Krl%206 https://biblia.deon.pl/otworz.php?skrot=Ez%2037
165,2 Krl 7,Ez 38,Syr 3,Ps 97,J 6,Hbr 5,19538,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%207 https://biblia.deon.pl/otworz.php?skrot=Ez%2038 https://biblia.deon.pl/otworz.php?skrot=Syr%203 https://biblia.deon.pl/otworz.php?skrot=Ps%2097 https://biblia.deon.pl/otworz.php?skrot=J%206 https://biblia.deon.pl/otworz.php?skrot=Hbr%205
166,2 Krl 8-10,Ez 39,,,,,20370,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%208 https://biblia.deon.pl/otworz.php?skrot=2%20Krl%209 https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2010 https://biblia.deon.pl/otworz.php?skrot=Ez%2039
167,2 Krl 11,Ez 40,Syr 4,Ps 98,,Hbr 6,16539,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2011 https://biblia.deon.pl/otworz.php?skrot=Ez%2040 https://biblia.deon.pl/otworz.php?skrot=Syr%204 https://biblia.deon.pl/otworz.php?skrot=Ps%2098 https://biblia.deon.pl/otworz.php?skrot=Hbr%206
168,2 Krl 12,Ez 41,Syr 5,Ps 99,J 7,,14803,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2012 https://biblia.deon.pl/otworz.php?skrot=Ez%2041 https://biblia.deon.pl/otworz.php?skrot=Syr%205 https://biblia.deon.pl/otworz.php?skrot=Ps%2099 https://biblia.deon.pl/otworz.php?skrot=J%207
169,2 Krl 13-14,Ez 42,Syr 6,,,Hbr 7,17330,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2013 https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2014 https://biblia.deon.pl/otworz.php?skrot=Ez%2042 https://biblia.deon.pl/otworz.php?skrot=Syr%206 https://biblia.deon.pl/otworz.php?skrot=Hbr%207
170,2 Krl 15-16,Ez 43,,Ps 100,,Hbr 8,15103,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2015 https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2016 https://biblia.deon.pl/otworz.php?skrot=Ez%2043 https://biblia.deon.pl/otworz.php?skrot=Ps%20100 https://biblia.deon.pl/otworz.php?skrot=Hbr%208
171,2 Krl 17,Ez 44,,Ps 101,J 8,,18701,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2017 https://biblia.deon.pl/otworz.php?skrot=Ez%2044 https://biblia.deon.pl/otworz.php?skrot=Ps%20101 https://biblia.deon.pl/otworz.php?skrot=J%208
172,2 Krl 18,Ez 45,Syr 7-8,,,Hbr 9,18740,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2018 https://biblia.deon.pl/otworz.php?skrot=Ez%2045 https://biblia.deon.pl/otworz.php?skrot=Syr%207 https://biblia.deon.pl/otworz.php?skrot=Syr%208 https://biblia.deon.pl/otworz.php?skrot=Hbr%209
173,2 Krl 19-21,Ez 46,,Ps 102,,,18566,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2019 https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2020 https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2021 https://biblia.deon.pl/otworz.php?skrot=Ez%2046 https://biblia.deon.pl/otworz.php?skrot=Ps%20102
174,2 Krl 22,Ez 47,Syr 9,Ps 103,J 9,Hbr 10,19320,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2022 https://biblia.deon.pl/otworz.php?skrot=Ez%2047 https://biblia.deon.pl/otworz.php?skrot=Syr%209 https://biblia.deon.pl/otworz.php?skrot=Ps%20103 https://biblia.deon.pl/otworz.php?skrot=J%209 https://biblia.deon.pl/otworz.php?skrot=Hbr%2010
175,2 Krl 23,Ez 48,Syr 10,,J 10,,19044,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2023 https://biblia.deon.pl/otworz.php?skrot=Ez%2048 https://biblia.deon.pl/otworz.php?skrot=Syr%2010 https://biblia.deon.pl/otworz.php?skrot=J%2010
176,2 Krl 24-25; 1 Krn 1-2,Dn 1,,Ps 104,,,21008,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2024 https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2025 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%201 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%202 https://biblia.deon.pl/otworz.php?skrot=Dn%201 https://biblia.deon.pl/otworz.php?skrot=Ps%20104
177,1 Krn 3-5,Dn 2,,Ps 105,,,20608,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%203 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%204 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%205 https://biblia.deon.pl/otworz.php?skrot=Dn%202 https://biblia.deon.pl/otworz.php?skrot=Ps%20105
178,1 Krn 6,Dn 3,,,,Hbr 11,22590,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%206 https://biblia.deon.pl/otworz.php?skrot=Dn%203 https://biblia.deon.pl/otworz.php?skrot=Hbr%2011
179,1 Krn 7-8,Dn 4,Syr 11,,J 11,,21301,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%207 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%208 https://biblia.deon.pl/otworz.php?skrot=Dn%204 https://biblia.deon.pl/otworz.php?skrot=Syr%2011 https://biblia.deon.pl/otworz.php?skrot=J%2011
180,1 Krn 9-11,Dn 5,,Ps 106,,,19319,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%209 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2010 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2011 https://biblia.deon.pl/otworz.php?skrot=Dn%205 https://biblia.deon.pl/otworz.php?skrot=Ps%20106
181,1 Krn 12,Dn 6,,,J 12,Hbr 12,18588,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2012 https://biblia.deon.pl/otworz.php?skrot=Dn%206 https://biblia.deon.pl/otworz.php?skrot=J%2012 https://biblia.deon.pl/otworz.php?skrot=Hbr%2012
182,1 Krn 13-16,Dn 7,Syr 12,Ps 107,,,20249,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2013 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2014 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2015 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2016 https://biblia.deon.pl/otworz.php?skrot=Dn%207 https://biblia.deon.pl/otworz.php?skrot=Syr%2012 https://biblia.deon.pl/otworz.php?skrot=Ps%20107
183,1 Krn 17-20,Dn 8,Syr 13,,,Hbr 13,19462,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2017 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2018 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2019 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2020 https://biblia.deon.pl/otworz.php?skrot=Dn%208 https://biblia.deon.pl/otworz.php?skrot=Syr%2013 https://biblia.deon.pl/otworz.php?skrot=Hbr%2013
184,1 Krn 21-23,Dn 9,,Ps 108,J 13,,20371,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2021 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2022 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2023 https://biblia.deon.pl/otworz.php?skrot=Dn%209 https://biblia.deon.pl/otworz.php?skrot=Ps%20108 https://biblia.deon.pl/otworz.php?skrot=J%2013
185,1 Krn 24-25,Dn 10,Syr 14,Ps 109,J 14,Jk 1,19825,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2024 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2025 https://biblia.deon.pl/otworz.php?skrot=Dn%2010 https://biblia.deon.pl/otworz.php?skrot=Syr%2014 https://biblia.deon.pl/otworz.php?skrot=Ps%20109 https://biblia.deon.pl/otworz.php?skrot=J%2014 https://biblia.deon.pl/otworz.php?skrot=Jk%201
186,1 Krn 26-28,Dn 11,Syr 15,,,,19532,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2026 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2027 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2028 https://biblia.deon.pl/otworz.php?skrot=Dn%2011 https://biblia.deon.pl/otworz.php?skrot=Syr%2015
187,1 Krn 29; 2 Krn 1,Dn 12,Syr 16,Ps 110,J 15,Jk 2,18803,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2029 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%201 https://biblia.deon.pl/otworz.php?skrot=Dn%2012 https://biblia.deon.pl/otworz.php?skrot=Syr%2016 https://biblia.deon.pl/otworz.php?skrot=Ps%20110 https://biblia.deon.pl/otworz.php?skrot=J%2015 https://biblia.deon.pl/otworz.php?skrot=Jk%202
188,2 Krn 2-5,Dn 13,,,,Jk 3,19719,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%202 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%203 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%204 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%205 https://biblia.deon.pl/otworz.php?skrot=Dn%2013 https://biblia.deon.pl/otworz.php?skrot=Jk%203
189,2 Krn 6,Dn 14,Syr 17,Ps 111,J 16,,18742,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%206 https://biblia.deon.pl/otworz.php?skrot=Dn%2014 https://biblia.deon.pl/otworz.php?skrot=Syr%2017 https://biblia.deon.pl/otworz.php?skrot=Ps%20111 https://biblia.deon.pl/otworz.php?skrot=J%2016
190,2 Krn 7-10,Oz 1,,,J 17,,17927,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%207 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%208 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%209 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2010 https://biblia.deon.pl/otworz.php?skrot=Oz%201 https://biblia.deon.pl/otworz.php?skrot=J%2017
191,2 Krn 11-13,Oz 2,Syr 18,Ps 112,,Jk 4,17416,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2011 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2012 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2013 https://biblia.deon.pl/otworz.php?skrot=Oz%202 https://biblia.deon.pl/otworz.php?skrot=Syr%2018 https://biblia.deon.pl/otworz.php?skrot=Ps%20112 https://biblia.deon.pl/otworz.php?skrot=Jk%204
192,2 Krn 14-17,Oz 3,,,J 18,Jk 5,16675,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2014 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2015 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2016 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2017 https://biblia.deon.pl/otworz.php?skrot=Oz%203 https://biblia.deon.pl/otworz.php?skrot=J%2018 https://biblia.deon.pl/otworz.php?skrot=Jk%205
193,2 Krn 18,Oz 4,Syr 19-20,Ps 113,,1 P 1,16459,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2018 https://biblia.deon.pl/otworz.php?skrot=Oz%204 https://biblia.deon.pl/otworz.php?skrot=Syr%2019 https://biblia.deon.pl/otworz.php?skrot=Syr%2020 https://biblia.deon.pl/otworz.php?skrot=Ps%20113 https://biblia.deon.pl/otworz.php?skrot=1%20P%201
194,2 Krn 19-22,Oz 5,,Ps 114,,,14750,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2019 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2020 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2021 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2022 https://biblia.deon.pl/otworz.php?skrot=Oz%205 https://biblia.deon.pl/otworz.php?skrot=Ps%20114
195,2 Krn 23,Oz 6,Syr 21,Ps 115,J 19,1 P 2,16307,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2023 https://biblia.deon.pl/otworz.php?skrot=Oz%206 https://biblia.deon.pl/otworz.php?skrot=Syr%2021 https://biblia.deon.pl/otworz.php?skrot=Ps%20115 https://biblia.deon.pl/otworz.php?skrot=J%2019 https://biblia.deon.pl/otworz.php?skrot=1%20P%202
196,2 Krn 24-27,Oz 7,,Ps 116,,,16569,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2024 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2025 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2026 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2027 https://biblia.deon.pl/otworz.php?skrot=Oz%207 https://biblia.deon.pl/otworz.php?skrot=Ps%20116
197,2 Krn 28-29,Oz 8,,,J 20,1 P 3,18087,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2028 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2029 https://biblia.deon.pl/otworz.php?skrot=Oz%208 https://biblia.deon.pl/otworz.php?skrot=J%2020 https://biblia.deon.pl/otworz.php?skrot=1%20P%203
198,2 Krn 30-31,Oz 9,Syr 22,Ps 117,J 21,,16992,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2030 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2031 https://biblia.deon.pl/otworz.php?skrot=Oz%209 https://biblia.deon.pl/otworz.php?skrot=Syr%2022 https://biblia.deon.pl/otworz.php?skrot=Ps%20117 https://biblia.deon.pl/otworz.php?skrot=J%2021
199,2 Krn 32-34,Oz 10,,,,1 P 4,19082,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2032 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2033 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2034 https://biblia.deon.pl/otworz.php?skrot=Oz%2010 https://biblia.deon.pl/otworz.php?skrot=1%20P%204
200,2 Krn 35,Oz 11,Syr 23-24,Ps 118,Dz 1,1 P 5,19018,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2035 https://biblia.deon.pl/otworz.php?skrot=Oz%2011 https://biblia.deon.pl/otworz.php?skrot=Syr%2023 https://biblia.deon.pl/otworz.php?skrot=Syr%2024 https://biblia.deon.pl/otworz.php?skrot=Ps%20118 https://biblia.deon.pl/otworz.php?skrot=Dz%201 https://biblia.deon.pl/otworz.php?skrot=1%20P%205
201,2 Krn 36; Ezd 1-4,Oz 12,,,,,18760,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2036 https://biblia.deon.pl/otworz.php?skrot=Ezd%201 https://biblia.deon.pl/otworz.php?skrot=Ezd%202 https://biblia.deon.pl/otworz.php?skrot=Ezd%203 https://biblia.deon.pl/otworz.php?skrot=Ezd%204 https://biblia.deon.pl/otworz.php?skrot=Oz%2012
202,Ezd 5,Oz 13,,Ps 119,,,17517,https://biblia.deon.pl/otworz.php?skrot=Ezd%205 https://biblia.deon.pl/otworz.php?skrot=Oz%2013 https://biblia.deon.pl/otworz.php?skrot=Ps%20119
203,Ezd 6-7,Oz 14,,Ps 120,Dz 2,2 P 1,17287,https://biblia.deon.pl/otworz.php?skrot=Ezd%206 https://biblia.deon.pl/otworz.php?skrot=Ezd%207 https://biblia.deon.pl/otworz.php?skrot=Oz%2014 https://biblia.deon.pl/otworz.php?skrot=Ps%20120 https://biblia.deon.pl/otworz.php?skrot=Dz%202 https://biblia.deon.pl/otworz.php?skrot=2%20P%201
204,Ezd 8-9,Jl 1,Syr 25,,Dz 3,2 P 2,18538,https://biblia.deon.pl/otworz.php?skrot=Ezd%208 https://biblia.deon.pl/otworz.php?skrot=Ezd%209 https://biblia.deon.pl/otworz.php?skrot=Jl%201 https://biblia.deon.pl/otworz.php?skrot=Syr%2025 https://biblia.deon.pl/otworz.php?skrot=Dz%203 https://biblia.deon.pl/otworz.php?skrot=2%20P%202
205,Ezd 10; Ne 1-2,Jl 2,,Ps 121,,2 P 3,17144,https://biblia.deon.pl/otworz.php?skrot=Ezd%2010 https://biblia.deon.pl/otworz.php?skrot=Ne%201 https://biblia.deon.pl/otworz.php?skrot=Ne%202 https://biblia.deon.pl/otworz.php?skrot=Jl%202 https://biblia.deon.pl/otworz.php?skrot=Ps%20121 https://biblia.deon.pl/otworz.php?skrot=2%20P%203
206,Ne 3-4,Jl 3,Syr 26,Ps 122,Dz 4,1 J 1,15952,https://biblia.deon.pl/otworz.php?skrot=Ne%203 https://biblia.deon.pl/otworz.php?skrot=Ne%204 https://biblia.deon.pl/otworz.php?skrot=Jl%203 https://biblia.deon.pl/otworz.php?skrot=Syr%2026 https://biblia.deon.pl/otworz.php?skrot=Ps%20122 https://biblia.deon.pl/otworz.php?skrot=Dz%204 https://biblia.deon.pl/otworz.php?skrot=1%20J%201
207,Ne 5-8,Jl 4,,,,,17949,https://biblia.deon.pl/otworz.php?skrot=Ne%205 https://biblia.deon.pl/otworz.php?skrot=Ne%206 https://biblia.deon.pl/otworz.php?skrot=Ne%207 https://biblia.deon.pl/otworz.php?skrot=Ne%208 https://biblia.deon.pl/otworz.php?skrot=Jl%204
208,Ne 9,Am 1,,,Dz 5,1 J 2,17119,https://biblia.deon.pl/otworz.php?skrot=Ne%209 https://biblia.deon.pl/otworz.php?skrot=Am%201 https://biblia.deon.pl/otworz.php?skrot=Dz%205 https://biblia.deon.pl/otworz.php?skrot=1%20J%202
209,Ne 10-11,Am 2,Syr 27-28,Ps 123,,,15231,https://biblia.deon.pl/otworz.php?skrot=Ne%2010 https://biblia.deon.pl/otworz.php?skrot=Ne%2011 https://biblia.deon.pl/otworz.php?skrot=Am%202 https://biblia.deon.pl/otworz.php?skrot=Syr%2027 https://biblia.deon.pl/otworz.php?skrot=Syr%2028 https://biblia.deon.pl/otworz.php?skrot=Ps%20123
210,Ne 12-13,Am 3,Syr 29,,Dz 6,,16527,https://biblia.deon.pl/otworz.php?skrot=Ne%2012 https://biblia.deon.pl/otworz.php?skrot=Ne%2013 https://biblia.deon.pl/otworz.php?skrot=Am%203 https://biblia.deon.pl/otworz.php?skrot=Syr%2029 https://biblia.deon.pl/otworz.php?skrot=Dz%206
211,Tb 1-3,Am 4,,Ps 124,,1 J 3,16046,https://biblia.deon.pl/otworz.php?skrot=Tb%201 https://biblia.deon.pl/otworz.php?skrot=Tb%202 https://biblia.deon.pl/otworz.php?skrot=Tb%203 https://biblia.deon.pl/otworz.php?skrot=Am%204 https://biblia.deon.pl/otworz.php?skrot=Ps%20124 https://biblia.deon.pl/otworz.php?skrot=1%20J%203
212,Tb 4,Am 5,,,Dz 7,1 J 4,16089,https://biblia.deon.pl/otworz.php?skrot=Tb%204 https://biblia.deon.pl/otworz.php?skrot=Am%205 https://biblia.deon.pl/otworz.php?skrot=Dz%207 https://biblia.deon.pl/otworz.php?skrot=1%20J%204
213,Tb 5-7,Am 6,,Ps 125,,,14583,https://biblia.deon.pl/otworz.php?skrot=Tb%205 https://biblia.deon.pl/otworz.php?skrot=Tb%206 https://biblia.deon.pl/otworz.php?skrot=Tb%207 https://biblia.deon.pl/otworz.php?skrot=Am%206 https://biblia.deon.pl/otworz.php?skrot=Ps%20125
214,Tb 8,Am 7,Syr 30,Ps 126,Dz 8,1 J 5,14443,https://biblia.deon.pl/otworz.php?skrot=Tb%208 https://biblia.deon.pl/otworz.php?skrot=Am%207 https://biblia.deon.pl/otworz.php?skrot=Syr%2030 https://biblia.deon.pl/otworz.php?skrot=Ps%20126 https://biblia.deon.pl/otworz.php?skrot=Dz%208 https://biblia.deon.pl/otworz.php?skrot=1%20J%205
215,Tb 9-12,Am 8,Syr 31,,,,14762,https://biblia.deon.pl/otworz.php?skrot=Tb%209 https://biblia.deon.pl/otworz.php?skrot=Tb%2010 https://biblia.deon.pl/otworz.php?skrot=Tb%2011 https://biblia.deon.pl/otworz.php?skrot=Tb%2012 https://biblia.deon.pl/otworz.php?skrot=Am%208 https://biblia.deon.pl/otworz.php?skrot=Syr%2031
216,Tb 13,Am 9,,Ps 127,Dz 9,2 J 1; 3 J 1,14334,https://biblia.deon.pl/otworz.php?skrot=Tb%2013 https://biblia.deon.pl/otworz.php?skrot=Am%209 https://biblia.deon.pl/otworz.php?skrot=Ps%20127 https://biblia.deon.pl/otworz.php?skrot=Dz%209 https://biblia.deon.pl/otworz.php?skrot=2%20J%201 https://biblia.deon.pl/otworz.php?skrot=3%20J%201
217,Tb 14; Jdt 1,Ab 1,Syr 32-33,Ps 128,,,15632,https://biblia.deon.pl/otworz.php?skrot=Tb%2014 https://biblia.deon.pl/otworz.php?skrot=Jdt%201 https://biblia.deon.pl/otworz.php?skrot=Ab%201 https://biblia.deon.pl/otworz.php?skrot=Syr%2032 https://biblia.deon.pl/otworz.php?skrot=Syr%2033 https://biblia.deon.pl/otworz.php?skrot=Ps%20128
