dzien,Pięcioksiąg i historyczne,Prorocy,Mądrościowe,Psalm,Ewangelie i Dzieje,Listy i Apokalipsa,znaki,linki
91,1 Krl 13-15,Ez 21,Mdr 11,Ps 91,J 1,Tt 2,29876,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2013 https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2014 https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2015 https://biblia.deon.pl/otworz.php?skrot=Ez%2021 https://biblia.deon.pl/otworz.php?skrot=Mdr%2011 https://biblia.deon.pl/otworz.php?skrot=Ps%2091 https://biblia.deon.pl/otworz.php?skrot=J%201 https://biblia.deon.pl/otworz.php?skrot=Tt%202
92,1 Krl 16-19,Ez 22,Mdr 12,Ps 92,J 2,,29166,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2016 https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2017 https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2018 https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2019 https://biblia.deon.pl/otworz.php?skrot=Ez%2022 https://biblia.deon.pl/otworz.php?skrot=Mdr%2012 https://biblia.deon.pl/otworz.php?skrot=Ps%2092 https://biblia.deon.pl/otworz.php?skrot=J%202
93,1 Krl 20-21,Ez 23,Mdr 13,Ps 93,J 3,Tt 3; Flm 1,29187,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2020 https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2021 https://biblia.deon.pl/otworz.php?skrot=Ez%2023 https://biblia.deon.pl/otworz.php?skrot=Mdr%2013 https://biblia.deon.pl/otworz.php?skrot=Ps%2093 https://biblia.deon.pl/otworz.php?skrot=J%203 https://biblia.deon.pl/otworz.php?skrot=Tt%203 https://biblia.deon.pl/otworz.php?skrot=Flm%201
94,1 Krl 22; 2 Krl 1,Ez 24-25,Mdr 14,Ps 94,J 4,Hbr 1,28811,https://biblia.deon.pl/otworz.php?skrot=1%20Krl%2022 https://biblia.deon.pl/otworz.php?skrot=2%20Krl%201 https://biblia.deon.pl/otworz.php?skrot=Ez%2024 https://biblia.deon.pl/otworz.php?skrot=Ez%2025 https://biblia.deon.pl/otworz.php?skrot=Mdr%2014 https://biblia.deon.pl/otworz.php?skrot=Ps%2094 https://biblia.deon.pl/otworz.php?skrot=J%204 https://biblia.deon.pl/otworz.php?skrot=Hbr%201
95,2 Krl 2-5,Ez 26,Mdr 15,Ps 95,,Hbr 2,27880,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%202 https://biblia.deon.pl/otworz.php?skrot=2%20Krl%203 https://biblia.deon.pl/otworz.php?skrot=2%20Krl%204 https://biblia.deon.pl/otworz.php?skrot=2%20Krl%205 https://biblia.deon.pl/otworz.php?skrot=Ez%2026 https://biblia.deon.pl/otworz.php?skrot=Mdr%2015 https://biblia.deon.pl/otworz.php?skrot=Ps%2095 https://biblia.deon.pl/otworz.php?skrot=Hbr%202
96,2 Krl 6-8,Ez 27,Mdr 16,Ps 96,J 5,Hbr 3,29232,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%206 https://biblia.deon.pl/otworz.php?skrot=2%20Krl%207 https://biblia.deon.pl/otworz.php?skrot=2%20Krl%208 https://biblia.deon.pl/otworz.php?skrot=Ez%2027 https://biblia.deon.pl/otworz.php?skrot=Mdr%2016 https://biblia.deon.pl/otworz.php?skrot=Ps%2096 https://biblia.deon.pl/otworz.php?skrot=J%205 https://biblia.deon.pl/otworz.php?skrot=Hbr%203
97,2 Krl 9-12,Ez 28-29,Mdr 17,Ps 97,,,28643,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%209 https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2010 https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2011 https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2012 https://biblia.deon.pl/otworz.php?skrot=Ez%2028 https://biblia.deon.pl/otworz.php?skrot=Ez%2029 https://biblia.deon.pl/otworz.php?skrot=Mdr%2017 https://biblia.deon.pl/otworz.php?skrot=Ps%2097
98,2 Krl 13-14,Ez 30,Mdr 18,Ps 98,J 6,Hbr 4-6,28205,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2013 https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2014 https://biblia.deon.pl/otworz.php?skrot=Ez%2030 https://biblia.deon.pl/otworz.php?skrot=Mdr%2018 https://biblia.deon.pl/otworz.php?skrot=Ps%2098 https://biblia.deon.pl/otworz.php?skrot=J%206 https://biblia.deon.pl/otworz.php?skrot=Hbr%204 https://biblia.deon.pl/otworz.php?skrot=Hbr%205 https://biblia.deon.pl/otworz.php?skrot=Hbr%206
99,2 Krl 15-16,Ez 31-32,Mdr 19,Ps 99,J 7,Hbr 7-8,30471,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2015 https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2016 https://biblia.deon.pl/otworz.php?skrot=Ez%2031 https://biblia.deon.pl/otworz.php?skrot=Ez%2032 https://biblia.deon.pl/otworz.php?skrot=Mdr%2019 https://biblia.deon.pl/otworz.php?skrot=Ps%2099 https://biblia.deon.pl/otworz.php?skrot=J%207 https://biblia.deon.pl/otworz.php?skrot=Hbr%207 https://biblia.deon.pl/otworz.php?skrot=Hbr%208
100,2 Krl 17-20,Ez 33,Syr 1,Ps 100,,,28714,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2017 https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2018 https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2019 https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2020 https://biblia.deon.pl/otworz.php?skrot=Ez%2033 https://biblia.deon.pl/otworz.php?skrot=Syr%201 https://biblia.deon.pl/otworz.php?skrot=Ps%20100
101,2 Krl 21-23,Ez 34,Syr 2,Ps 101,J 8,Hbr 9,30602,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2021 https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2022 https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2023 https://biblia.deon.pl/otworz.php?skrot=Ez%2034 https://biblia.deon.pl/otworz.php?skrot=Syr%202 https://biblia.deon.pl/otworz.php?skrot=Ps%20101 https://biblia.deon.pl/otworz.php?skrot=J%208 https://biblia.deon.pl/otworz.php?skrot=Hbr%209
102,2 Krl 24-25; 1 Krn 1-3,Ez 35-36,Syr 3,Ps 102,,,29390,https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2024 https://biblia.deon.pl/otworz.php?skrot=2%20Krl%2025 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%201 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%202 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%203 https://biblia.deon.pl/otworz.php?skrot=Ez%2035 https://biblia.deon.pl/otworz.php?skrot=Ez%2036 https://biblia.deon.pl/otworz.php?skrot=Syr%203 https://biblia.deon.pl/otworz.php?skrot=Ps%20102
103,1 Krn 4-6,Ez 37,Syr 4,Ps 103,J 9,Hbr 10,30547,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%204 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%205 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%206 https://biblia.deon.pl/otworz.php?skrot=Ez%2037 https://biblia.deon.pl/otworz.php?skrot=Syr%204 https://biblia.deon.pl/otworz.php?skrot=Ps%20103 https://biblia.deon.pl/otworz.php?skrot=J%209 https://biblia.deon.pl/otworz.php?skrot=Hbr%2010
104,1 Krn 7-11,Ez 38-39,Syr 5,Ps 104,J 10,,33452,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%207 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%208 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%209 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2010 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2011 https://biblia.deon.pl/otworz.php?skrot=Ez%2038 https://biblia.deon.pl/otworz.php?skrot=Ez%2039 https://biblia.deon.pl/otworz.php?skrot=Syr%205 https://biblia.deon.pl/otworz.php?skrot=Ps%20104 https://biblia.deon.pl/otworz.php?skrot=J%2010
105,1 Krn 12,Ez 40,Syr 6,Ps 105,J 11,Hbr 11,29514,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2012 https://biblia.deon.pl/otworz.php?skrot=Ez%2040 https://biblia.deon.pl/otworz.php?skrot=Syr%206 https://biblia.deon.pl/otworz.php?skrot=Ps%20105 https://biblia.deon.pl/otworz.php?skrot=J%2011 https://biblia.deon.pl/otworz.php?skrot=Hbr%2011
106,1 Krn 13-18,Ez 41,Syr 7,Ps 106,,Hbr 12,30781,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2013 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2014 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2015 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2016 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2017 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2018 https://biblia.deon.pl/otworz.php?skrot=Ez%2041 https://biblia.deon.pl/otworz.php?skrot=Syr%207 https://biblia.deon.pl/otworz.php?skrot=Ps%20106 https://biblia.deon.pl/otworz.php?skrot=Hbr%2012
107,1 Krn 19-22,Ez 42-43,Syr 8,Ps 107,J 12,,28693,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2019 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2020 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2021 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2022 https://biblia.deon.pl/otworz.php?skrot=Ez%2042 https://biblia.deon.pl/otworz.php?skrot=Ez%2043 https://biblia.deon.pl/otworz.php?skrot=Syr%208 https://biblia.deon.pl/otworz.php?skrot=Ps%20107 https://biblia.deon.pl/otworz.php?skrot=J%2012
108,1 Krn 23-27,Ez 44,Syr 9,Ps 108,J 13,Hbr 13,31181,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2023 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2024 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2025 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2026 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2027 https://biblia.deon.pl/otworz.php?skrot=Ez%2044 https://biblia.deon.pl/otworz.php?skrot=Syr%209 https://biblia.deon.pl/otworz.php?skrot=Ps%20108 https://biblia.deon.pl/otworz.php?skrot=J%2013 https://biblia.deon.pl/otworz.php?skrot=Hbr%2013
109,1 Krn 28-29; 2 Krn 1-2,Ez 45,Syr 10,Ps 109,J 14,Jk 1,30143,https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2028 https://biblia.deon.pl/otworz.php?skrot=1%20Krn%2029 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%201 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%202 https://biblia.deon.pl/otworz.php?skrot=Ez%2045 https://biblia.deon.pl/otworz.php?skrot=Syr%2010 https://biblia.deon.pl/otworz.php?skrot=Ps%20109 https://biblia.deon.pl/otworz.php?skrot=J%2014 https://biblia.deon.pl/otworz.php?skrot=Jk%201
110,2 Krn 3-6,Ez 46,Syr 11,Ps 110,J 15,Jk 2,28575,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%203 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%204 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%205 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%206 https://biblia.deon.pl/otworz.php?skrot=Ez%2046 https://biblia.deon.pl/otworz.php?skrot=Syr%2011 https://biblia.deon.pl/otworz.php?skrot=Ps%20110 https://biblia.deon.pl/otworz.php?skrot=J%2015 https://biblia.deon.pl/otworz.php?skrot=Jk%202
111,2 Krn 7-11,Ez 47,Syr 12,Ps 111,J 16,,26679,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%207 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%208 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%209 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2010 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2011 https://biblia.deon.pl/otworz.php?skrot=Ez%2047 https://biblia.deon.pl/otworz.php?skrot=Syr%2012 https://biblia.deon.pl/otworz.php?skrot=Ps%20111 https://biblia.deon.pl/otworz.php?skrot=J%2016
112,2 Krn 12-16,Ez 48,Syr 13,Ps 112,J 17,Jk 3-4,28466,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2012 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2013 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2014 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2015 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2016 https://biblia.deon.pl/otworz.php?skrot=Ez%2048 https://biblia.deon.pl/otworz.php?skrot=Syr%2013 https://biblia.deon.pl/otworz.php?skrot=Ps%20112 https://biblia.deon.pl/otworz.php?skrot=J%2017 https://biblia.deon.pl/otworz.php?skrot=Jk%203 https://biblia.deon.pl/otworz.php?skrot=Jk%204
113,2 Krn 17-21,Dn 1,Syr 14,Ps 113,J 18,Jk 5,30585,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2017 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2018 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2019 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2020 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2021 https://biblia.deon.pl/otworz.php?skrot=Dn%201 https://biblia.deon.pl/otworz.php?skrot=Syr%2014 https://biblia.deon.pl/otworz.php?skrot=Ps%20113 https://biblia.deon.pl/otworz.php?skrot=J%2018 https://biblia.deon.pl/otworz.php?skrot=Jk%205
114,2 Krn 22-25,Dn 2,Syr 15,Ps 114,,1 P 1-2,30073,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2022 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2023 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2024 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2025 https://biblia.deon.pl/otworz.php?skrot=Dn%202 https://biblia.deon.pl/otworz.php?skrot=Syr%2015 https://biblia.deon.pl/otworz.php?skrot=Ps%20114 https://biblia.deon.pl/otworz.php?skrot=1%20P%201 https://biblia.deon.pl/otworz.php?skrot=1%20P%202
115,2 Krn 26-28,Dn 3,Syr 16,Ps 115,J 19,,30209,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2026 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2027 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2028 https://biblia.deon.pl/otworz.php?skrot=Dn%203 https://biblia.deon.pl/otworz.php?skrot=Syr%2016 https://biblia.deon.pl/otworz.php?skrot=Ps%20115 https://biblia.deon.pl/otworz.php?skrot=J%2019
116,2 Krn 29-31,Dn 4,Syr 17,Ps 116,J 20,1 P 3,29729,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2029 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2030 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2031 https://biblia.deon.pl/otworz.php?skrot=Dn%204 https://biblia.deon.pl/otworz.php?skrot=Syr%2017 https://biblia.deon.pl/otworz.php?skrot=Ps%20116 https://biblia.deon.pl/otworz.php?skrot=J%2020 https://biblia.deon.pl/otworz.php?skrot=1%20P%203
117,2 Krn 32-34,Dn 5,Syr 18,Ps 117,J 21; Dz 1,1 P 4,31457,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2032 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2033 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2034 https://biblia.deon.pl/otworz.php?skrot=Dn%205 https://biblia.deon.pl/otworz.php?skrot=Syr%2018 https://biblia.deon.pl/otworz.php?skrot=Ps%20117 https://biblia.deon.pl/otworz.php?skrot=J%2021 https://biblia.deon.pl/otworz.php?skrot=Dz%201 https://biblia.deon.pl/otworz.php?skrot=1%20P%204
118,2 Krn 35-36; Ezd 1-4,Dn 6,Syr 19,Ps 118,,1 P 5,31926,https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2035 https://biblia.deon.pl/otworz.php?skrot=2%20Krn%2036 https://biblia.deon.pl/otworz.php?skrot=Ezd%201 https://biblia.deon.pl/otworz.php?skrot=Ezd%202 https://biblia.deon.pl/otworz.php?skrot=Ezd%203 https://biblia.deon.pl/otworz.php?skrot=Ezd%204 https://biblia.deon.pl/otworz.php?skrot=Dn%206 https://biblia.deon.pl/otworz.php?skrot=Syr%2019 https://biblia.deon.pl/otworz.php?skrot=Ps%20118 https://biblia.deon.pl/otworz.php?skrot=1%20P%205
119,Ezd 5,Dn 7,Syr 20,Ps 119,Dz 2,2 P 1,30743,https://biblia.deon.pl/otworz.php?skrot=Ezd%205 https://biblia.deon.pl/otworz.php?skrot=Dn%207 https://biblia.deon.pl/otworz.php?skrot=Syr%2020 https://biblia.deon.pl/otworz.php?skrot=Ps%20119 https://biblia.deon.pl/otworz.php?skrot=Dz%202 https://biblia.deon.pl/otworz.php?skrot=2%20P%201
120,Ezd 6-9,Dn 8,Syr 21,Ps 120,Dz 3,2 P 2,28320,https://biblia.deon.pl/otworz.php?skrot=Ezd%206 https://biblia.deon.pl/otworz.php?skrot=Ezd%207 https://biblia.deon.pl/otworz.php?skrot=Ezd%208 https://biblia.deon.pl/otworz.php?skrot=Ezd%209 https://biblia.deon.pl/otworz.php?skrot=Dn%208 https://biblia.deon.pl/otworz.php?skrot=Syr%2021 https://biblia.deon.pl/otworz.php?skrot=Ps%20120 https://biblia.deon.pl/otworz.php?skrot=Dz%203 https://biblia.deon.pl/otworz.php?skrot=2%20P%202
121,Ezd 10; Ne 1-2,Dn 9-10,Syr 22,Ps 121,Dz 4,2 P 3; 1 J 1,29272,https://biblia.deon.pl/otworz.php?skrot=Ezd%2010 https://biblia.deon.pl/otworz.php?skrot=Ne%201 https://biblia.deon.pl/otworz.php?skrot=Ne%202 https://biblia.deon.pl/otworz.php?skrot=Dn%209 https://biblia.deon.pl/otworz.php?skrot=Dn%2010 https://biblia.deon.pl/otworz.php?skrot=Syr%2022 https://biblia.deon.pl/otworz.php?skrot=Ps%20121 https://biblia.deon.pl/otworz.php?skrot=Dz%204 https://biblia.deon.pl/otworz.php?skrot=2%20P%203 https://biblia.deon.pl/otworz.php?skrot=1%20J%201
122,Ne 3-7,Dn 11,Syr 23,Ps 122,,,30218,https://biblia.deon.pl/otworz.php?skrot=Ne%203 https://biblia.deon.pl/otworz.php?skrot=Ne%204 https://biblia.deon.pl/otworz.php?skrot=Ne%205 https://biblia.deon.pl/otworz.php?skrot=Ne%206 https://biblia.deon.pl/otworz.php?skrot=Ne%207 https://biblia.deon.pl/otworz.php?skrot=Dn%2011 https://biblia.deon.pl/otworz.php?skrot=Syr%2023 https://biblia.deon.pl/otworz.php?skrot=Ps%20122
123,Ne 8-10,Dn 12,Syr 24,Ps 123,Dz 5,1 J 2,27222,https://biblia.deon.pl/otworz.php?skrot=Ne%208 https://biblia.deon.pl/otworz.php?skrot=Ne%209 https://biblia.deon.pl/otworz.php?skrot=Ne%2010 https://biblia.deon.pl/otworz.php?skrot=Dn%2012 https://biblia.deon.pl/otworz.php?skrot=Syr%2024 https://biblia.deon.pl/otworz.php?skrot=Ps%20123 https://biblia.deon.pl/otworz.php?skrot=Dz%205 https://biblia.deon.pl/otworz.php?skrot=1%20J%202
124,Ne 11-13,Dn 13,Syr 25,Ps 124,Dz 6,1 J 3,28782,https://biblia.deon.pl/otworz.php?skrot=Ne%2011 https://biblia.deon.pl/otworz.php?skrot=Ne%2012 https://biblia.deon.pl/otworz.php?skrot=Ne%2013 https://biblia.deon.pl/otworz.php?skrot=Dn%2013 https://biblia.deon.pl/otworz.php?skrot=Syr%2025 https://biblia.deon.pl/otworz.php?skrot=Ps%20124 https://biblia.deon.pl/otworz.php?skrot=Dz%206 https://biblia.deon.pl/otworz.php?skrot=1%20J%203
125,Tb 1-4,Dn 14,Syr 26,Ps 125,Dz 7,,28576,https://biblia.deon.pl/otworz.php?skrot=Tb%201 https://biblia.deon.pl/otworz.php?skrot=Tb%202 https://biblia.deon.pl/otworz.php?skrot=Tb%203 https://biblia.deon.pl/otworz.php?skrot=Tb%204 https://biblia.deon.pl/otworz.php?skrot=Dn%2014 https://biblia.deon.pl/otworz.php?skrot=Syr%2026 https://biblia.deon.pl/otworz.php?skrot=Ps%20125 https://biblia.deon.pl/otworz.php?skrot=Dz%207
126,Tb 5-7,Oz 1-3,Syr 27,Ps 126,Dz 8,1 J 4-5,29758,https://biblia.deon.pl/otworz.php?skrot=Tb%205 https://biblia.deon.pl/otworz.php?skrot=Tb%206 https://biblia.deon.pl/otworz.php?skrot=Tb%207 https://biblia.deon.pl/otworz.php?skrot=Oz%201 https://biblia.deon.pl/otworz.php?skrot=Oz%202 https://biblia.deon.pl/otworz.php?skrot=Oz%203 https://biblia.deon.pl/otworz.php?skrot=Syr%2027 https://biblia.deon.pl/otworz.php?skrot=Ps%20126 https://biblia.deon.pl/otworz.php?skrot=Dz%208 https://biblia.deon.pl/otworz.php?skrot=1%20J%204 https://biblia.deon.pl/otworz.php?skrot=1%20J%205
127,Tb 8-13,Oz 4-8,Syr 28,Ps 127,,2 J 1,29414,https://biblia.deon.pl/otworz.php?skrot=Tb%208 https://biblia.deon.pl/otworz.php?skrot=Tb%209 https://biblia.deon.pl/otworz.php?skrot=Tb%2010 https://biblia.deon.pl/otworz.php?skrot=Tb%2011 https://biblia.deon.pl/otworz.php?skrot=Tb%2012 https://biblia.deon.pl/otworz.php?skrot=Tb%2013 https://biblia.deon.pl/otworz.php?skrot=Oz%204 https://biblia.deon.pl/otworz.php?skrot=Oz%205 https://biblia.deon.pl/otworz.php?skrot=Oz%206 https://biblia.deon.pl/otworz.php?skrot=Oz%207 https://biblia.deon.pl/otworz.php?skrot=Oz%208 https://biblia.deon.pl/otworz.php?skrot=Syr%2028 https://biblia.deon.pl/otworz.php?skrot=Ps%20127 https://biblia.deon.pl/otworz.php?skrot=2%20J%201
128,Tb 14; Jdt 1-4,Oz 9-10,Syr 29,Ps 128,Dz 9,3 J 1,28179,https://biblia.deon.pl/otworz.php?skrot=Tb%2014 https://biblia.deon.pl/otworz.php?skrot=Jdt%201 https://biblia.deon.pl/otworz.php?skrot=Jdt%202 https://biblia.deon.pl/otworz.php?skrot=Jdt%203 https://biblia.deon.pl/otworz.php?skrot=Jdt%204 https://biblia.deon.pl/otworz.php?skrot=Oz%209 https://biblia.deon.pl/otworz.php?skrot=Oz%2010 https://biblia.deon.pl/otworz.php?skrot=Syr%2029 https://biblia.deon.pl/otworz.php?skrot=Ps%20128 https://biblia.deon.pl/otworz.php?skrot=Dz%209 https://biblia.deon.pl/otworz.php?skrot=3%20J%201
129,Jdt 5-7,Oz 11-14,Syr 30,Ps 129,Dz 10,Jud 1,29343,https://biblia.deon.pl/otworz.php?skrot=Jdt%205 https://biblia.deon.pl/otworz.php?skrot=Jdt%206 https://biblia.deon.pl/otworz.php?skrot=Jdt%207 https://biblia.deon.pl/otworz.php?skrot=Oz%2011 https://biblia.deon.pl/otworz.php?skrot=Oz%2012 https://biblia.deon.pl/otworz.php?skrot=Oz%2013 https://biblia.deon.pl/otworz.php?skrot=Oz%2014 https://biblia.deon.pl/otworz.php?skrot=Syr%2030 https://biblia.deon.pl/otworz.php?skrot=Ps%20129 https://biblia.deon.pl/otworz.php?skrot=Dz%2010 https://biblia.deon.pl/otworz.php?skrot=Jud%201
130,Jdt 8-10,Jl 1-3,Syr 31,Ps 130,Dz 11,Ap 1,28643,https://biblia.deon.pl/otworz.php?skrot=Jdt%208 https://biblia.deon.pl/otworz.php?skrot=Jdt%209 https://biblia.deon.pl/otworz.php?skrot=Jdt%2010 https://biblia.deon.pl/otworz.php?skrot=Jl%201 https://biblia.deon.pl/otworz.php?skrot=Jl%202 https://biblia.deon.pl/otworz.php?skrot=Jl%203 https://biblia.deon.pl/otworz.php?skrot=Syr%2031 https://biblia.deon.pl/otworz.php?skrot=Ps%20130 https://biblia.deon.pl/otworz.php?skrot=Dz%2011 https://biblia.deon.pl/otworz.php?skrot=Ap%201
131,Jdt 11-15,Jl 4,Syr 32,Ps 131,Dz 12,Ap 2,28479,https://biblia.deon.pl/otworz.php?skrot=Jdt%2011 https://biblia.deon.pl/otworz.php?skrot=Jdt%2012 https://biblia.deon.pl/otworz.php?skrot=Jdt%2013 https://biblia.deon.pl/otworz.php?skrot=Jdt%2014 https://biblia.deon.pl/otworz.php?skrot=Jdt%2015 https://biblia.deon.pl/otworz.php?skrot=Jl%204 https://biblia.deon.pl/otworz.php?skrot=Syr%2032 https://biblia.deon.pl/otworz.php?skrot=Ps%20131 https://biblia.deon.pl/otworz.php?skrot=Dz%2012 https://biblia.deon.pl/otworz.php?skrot=Ap%202
132,Jdt 16; Est 1,Am 1-4,Syr 33,Ps 132,Dz 13,Ap 3,28408,https://biblia.deon.pl/otworz.php?skrot=Jdt%2016 https://biblia.deon.pl/otworz.php?skrot=Est%201 https://biblia.deon.pl/otworz.php?skrot=Am%201 https://biblia.deon.pl/otworz.php?skrot=Am%202 https://biblia.deon.pl/otworz.php?skrot=Am%203 https://biblia.deon.pl/otworz.php?skrot=Am%204 https://biblia.deon.pl/otworz.php?skrot=Syr%2033 https://biblia.deon.pl/otworz.php?skrot=Ps%20132 https://biblia.deon.pl/otworz.php?skrot=Dz%2013 https://biblia.deon.pl/otworz.php?skrot=Ap%203
133,Est 2-5,Am 5-6,Syr 34,Ps 133,,Ap 4-5,27671,https://biblia.deon.pl/otworz.php?skrot=Est%202 https://biblia.deon.pl/otworz.php?skrot=Est%203 https://biblia.deon.pl/otworz.php?skrot=Est%204 https://biblia.deon.pl/otworz.php?skrot=Est%205 https://biblia.deon.pl/otworz.php?skrot=Am%205 https://biblia.deon.pl/otworz.php?skrot=Am%206 https://biblia.deon.pl/otworz.php?skrot=Syr%2034 https://biblia.deon.pl/otworz.php?skrot=Ps%20133 https://biblia.deon.pl/otworz.php?skrot=Ap%204 https://biblia.deon.pl/otworz.php?skrot=Ap%205
134,Est 6-10,Am 7-9; Ab 1,Syr 35,Ps 134,Dz 14,,28659,https://biblia.deon.pl/otworz.php?skrot=Est%206 https://biblia.deon.pl/otworz.php?skrot=Est%207 https://biblia.deon.pl/otworz.php?skrot=Est%208 https://biblia.deon.pl/otworz.php?skrot=Est%209 https://biblia.deon.pl/otworz.php?skrot=Est%2010 https://biblia.deon.pl/otworz.php?skrot=Am%207 https://biblia.deon.pl/otworz.php?skrot=Am%208 https://biblia.deon.pl/otworz.php?skrot=Am%209 https://biblia.deon.pl/otworz.php?skrot=Ab%201 https://biblia.deon.pl/otworz.php?skrot=Syr%2035 https://biblia.deon.pl/otworz.php?skrot=Ps%20134 https://biblia.deon.pl/otworz.php?skrot=Dz%2014
135,1 Mch 1-2,Jon 1,Syr 36,Ps 135,Dz 15,Ap 6-7,30602,https://biblia.deon.pl/otworz.php?skrot=1%20Mch%201 https://biblia.deon.pl/otworz.php?skrot=1%20Mch%202 https://biblia.deon.pl/otworz.php?skrot=Jon%201 https://biblia.deon.pl/otworz.php?skrot=Syr%2036 https://biblia.deon.pl/otworz.php?skrot=Ps%20135 https://biblia.deon.pl/otworz.php?skrot=Dz%2015 https://biblia.deon.pl/otworz.php?skrot=Ap%206 https://biblia.deon.pl/otworz.php?skrot=Ap%207
